"bracnh3$EVENT_DTTM","count","Year","Month","Day","Hour"
"2013 07 09 16",17,"2013"," 07"," 09"," 16"
"2013 07 09 17",25,"2013"," 07"," 09"," 17"
"2013 07 09 18",33,"2013"," 07"," 09"," 18"
"2013 07 09 19",34,"2013"," 07"," 09"," 19"
"2013 07 09 20",1,"2013"," 07"," 09"," 20"
"2013 07 10 08",6,"2013"," 07"," 10"," 08"
"2013 07 10 09",26,"2013"," 07"," 10"," 09"
"2013 07 10 10",27,"2013"," 07"," 10"," 10"
"2013 07 10 11",25,"2013"," 07"," 10"," 11"
"2013 07 10 12",38,"2013"," 07"," 10"," 12"
"2013 07 10 13",26,"2013"," 07"," 10"," 13"
"2013 07 10 14",39,"2013"," 07"," 10"," 14"
"2013 07 10 15",12,"2013"," 07"," 10"," 15"
"2013 07 10 16",10,"2013"," 07"," 10"," 16"
"2013 07 10 17",22,"2013"," 07"," 10"," 17"
"2013 07 10 18",28,"2013"," 07"," 10"," 18"
"2013 07 10 19",17,"2013"," 07"," 10"," 19"
"2013 07 11 08",11,"2013"," 07"," 11"," 08"
"2013 07 11 09",23,"2013"," 07"," 11"," 09"
"2013 07 11 10",29,"2013"," 07"," 11"," 10"
"2013 07 11 11",17,"2013"," 07"," 11"," 11"
"2013 07 11 12",29,"2013"," 07"," 11"," 12"
"2013 07 11 13",24,"2013"," 07"," 11"," 13"
"2013 07 11 14",38,"2013"," 07"," 11"," 14"
"2013 07 11 15",33,"2013"," 07"," 11"," 15"
"2013 07 11 16",20,"2013"," 07"," 11"," 16"
"2013 07 11 17",21,"2013"," 07"," 11"," 17"
"2013 07 11 18",26,"2013"," 07"," 11"," 18"
"2013 07 11 19",19,"2013"," 07"," 11"," 19"
"2013 07 12 08",12,"2013"," 07"," 12"," 08"
"2013 07 12 09",2,"2013"," 07"," 12"," 09"
"2013 07 12 10",10,"2013"," 07"," 12"," 10"
"2013 07 12 11",15,"2013"," 07"," 12"," 11"
"2013 07 12 12",30,"2013"," 07"," 12"," 12"
"2013 07 12 13",25,"2013"," 07"," 12"," 13"
"2013 07 12 14",34,"2013"," 07"," 12"," 14"
"2013 07 12 15",50,"2013"," 07"," 12"," 15"
"2013 07 12 16",38,"2013"," 07"," 12"," 16"
"2013 07 12 17",23,"2013"," 07"," 12"," 17"
"2013 07 12 18",31,"2013"," 07"," 12"," 18"
"2013 07 12 19",9,"2013"," 07"," 12"," 19"
"2013 07 13 10",26,"2013"," 07"," 13"," 10"
"2013 07 13 11",33,"2013"," 07"," 13"," 11"
"2013 07 13 12",27,"2013"," 07"," 13"," 12"
"2013 07 13 13",16,"2013"," 07"," 13"," 13"
"2013 07 13 14",6,"2013"," 07"," 13"," 14"
"2013 07 13 15",12,"2013"," 07"," 13"," 15"
"2013 07 13 16",13,"2013"," 07"," 13"," 16"
"2013 07 13 17",24,"2013"," 07"," 13"," 17"
"2013 07 15 08",2,"2013"," 07"," 15"," 08"
"2013 07 15 09",14,"2013"," 07"," 15"," 09"
"2013 07 15 10",22,"2013"," 07"," 15"," 10"
"2013 07 15 11",23,"2013"," 07"," 15"," 11"
"2013 07 15 12",25,"2013"," 07"," 15"," 12"
"2013 07 15 13",30,"2013"," 07"," 15"," 13"
"2013 07 15 14",31,"2013"," 07"," 15"," 14"
"2013 07 15 15",18,"2013"," 07"," 15"," 15"
"2013 07 15 16",46,"2013"," 07"," 15"," 16"
"2013 07 15 17",24,"2013"," 07"," 15"," 17"
"2013 07 15 18",35,"2013"," 07"," 15"," 18"
"2013 07 15 19",10,"2013"," 07"," 15"," 19"
"2013 07 16 08",3,"2013"," 07"," 16"," 08"
"2013 07 16 09",26,"2013"," 07"," 16"," 09"
"2013 07 16 10",24,"2013"," 07"," 16"," 10"
"2013 07 16 11",17,"2013"," 07"," 16"," 11"
"2013 07 16 12",27,"2013"," 07"," 16"," 12"
"2013 07 16 13",22,"2013"," 07"," 16"," 13"
"2013 07 16 14",19,"2013"," 07"," 16"," 14"
"2013 07 16 15",50,"2013"," 07"," 16"," 15"
"2013 07 16 16",21,"2013"," 07"," 16"," 16"
"2013 07 16 17",31,"2013"," 07"," 16"," 17"
"2013 07 16 18",46,"2013"," 07"," 16"," 18"
"2013 07 16 19",14,"2013"," 07"," 16"," 19"
"2013 07 17 08",4,"2013"," 07"," 17"," 08"
"2013 07 17 09",11,"2013"," 07"," 17"," 09"
"2013 07 17 10",5,"2013"," 07"," 17"," 10"
"2013 07 17 11",18,"2013"," 07"," 17"," 11"
"2013 07 17 12",20,"2013"," 07"," 17"," 12"
"2013 07 17 13",11,"2013"," 07"," 17"," 13"
"2013 07 17 14",23,"2013"," 07"," 17"," 14"
"2013 07 17 15",41,"2013"," 07"," 17"," 15"
"2013 07 17 16",24,"2013"," 07"," 17"," 16"
"2013 07 17 17",22,"2013"," 07"," 17"," 17"
"2013 07 17 18",26,"2013"," 07"," 17"," 18"
"2013 07 17 19",10,"2013"," 07"," 17"," 19"
"2013 07 18 08",3,"2013"," 07"," 18"," 08"
"2013 07 18 09",7,"2013"," 07"," 18"," 09"
"2013 07 18 10",22,"2013"," 07"," 18"," 10"
"2013 07 18 11",15,"2013"," 07"," 18"," 11"
"2013 07 18 12",17,"2013"," 07"," 18"," 12"
"2013 07 18 13",8,"2013"," 07"," 18"," 13"
"2013 07 18 14",19,"2013"," 07"," 18"," 14"
"2013 07 18 15",28,"2013"," 07"," 18"," 15"
"2013 07 18 16",26,"2013"," 07"," 18"," 16"
"2013 07 18 17",30,"2013"," 07"," 18"," 17"
"2013 07 18 18",7,"2013"," 07"," 18"," 18"
"2013 07 18 19",10,"2013"," 07"," 18"," 19"
"2013 07 19 08",6,"2013"," 07"," 19"," 08"
"2013 07 19 09",21,"2013"," 07"," 19"," 09"
"2013 07 19 10",19,"2013"," 07"," 19"," 10"
"2013 07 19 11",19,"2013"," 07"," 19"," 11"
"2013 07 19 12",18,"2013"," 07"," 19"," 12"
"2013 07 19 13",35,"2013"," 07"," 19"," 13"
"2013 07 19 14",28,"2013"," 07"," 19"," 14"
"2013 07 19 15",29,"2013"," 07"," 19"," 15"
"2013 07 19 16",25,"2013"," 07"," 19"," 16"
"2013 07 19 17",5,"2013"," 07"," 19"," 17"
"2013 07 19 18",12,"2013"," 07"," 19"," 18"
"2013 07 19 19",12,"2013"," 07"," 19"," 19"
"2013 07 20 10",20,"2013"," 07"," 20"," 10"
"2013 07 20 11",31,"2013"," 07"," 20"," 11"
"2013 07 20 12",25,"2013"," 07"," 20"," 12"
"2013 07 20 13",24,"2013"," 07"," 20"," 13"
"2013 07 20 14",20,"2013"," 07"," 20"," 14"
"2013 07 20 15",4,"2013"," 07"," 20"," 15"
"2013 07 20 16",18,"2013"," 07"," 20"," 16"
"2013 07 20 17",10,"2013"," 07"," 20"," 17"
"2013 07 20 18",1,"2013"," 07"," 20"," 18"
"2013 07 22 08",11,"2013"," 07"," 22"," 08"
"2013 07 22 09",11,"2013"," 07"," 22"," 09"
"2013 07 22 10",30,"2013"," 07"," 22"," 10"
"2013 07 22 11",34,"2013"," 07"," 22"," 11"
"2013 07 22 12",47,"2013"," 07"," 22"," 12"
"2013 07 22 13",27,"2013"," 07"," 22"," 13"
"2013 07 22 14",14,"2013"," 07"," 22"," 14"
"2013 07 22 15",28,"2013"," 07"," 22"," 15"
"2013 07 22 16",43,"2013"," 07"," 22"," 16"
"2013 07 22 17",23,"2013"," 07"," 22"," 17"
"2013 07 22 18",18,"2013"," 07"," 22"," 18"
"2013 07 22 19",18,"2013"," 07"," 22"," 19"
"2013 07 23 08",8,"2013"," 07"," 23"," 08"
"2013 07 23 09",25,"2013"," 07"," 23"," 09"
"2013 07 23 10",33,"2013"," 07"," 23"," 10"
"2013 07 23 11",15,"2013"," 07"," 23"," 11"
"2013 07 23 12",21,"2013"," 07"," 23"," 12"
"2013 07 23 13",29,"2013"," 07"," 23"," 13"
"2013 07 23 14",34,"2013"," 07"," 23"," 14"
"2013 07 23 15",16,"2013"," 07"," 23"," 15"
"2013 07 23 16",28,"2013"," 07"," 23"," 16"
"2013 07 23 17",15,"2013"," 07"," 23"," 17"
"2013 07 23 18",31,"2013"," 07"," 23"," 18"
"2013 07 23 19",19,"2013"," 07"," 23"," 19"
"2013 07 24 08",4,"2013"," 07"," 24"," 08"
"2013 07 24 09",16,"2013"," 07"," 24"," 09"
"2013 07 24 10",24,"2013"," 07"," 24"," 10"
"2013 07 24 11",29,"2013"," 07"," 24"," 11"
"2013 07 24 12",21,"2013"," 07"," 24"," 12"
"2013 07 24 13",26,"2013"," 07"," 24"," 13"
"2013 07 24 14",15,"2013"," 07"," 24"," 14"
"2013 07 24 15",20,"2013"," 07"," 24"," 15"
"2013 07 24 16",8,"2013"," 07"," 24"," 16"
"2013 07 24 17",27,"2013"," 07"," 24"," 17"
"2013 07 24 18",38,"2013"," 07"," 24"," 18"
"2013 07 24 19",18,"2013"," 07"," 24"," 19"
"2013 07 25 08",11,"2013"," 07"," 25"," 08"
"2013 07 25 09",22,"2013"," 07"," 25"," 09"
"2013 07 25 10",35,"2013"," 07"," 25"," 10"
"2013 07 25 11",22,"2013"," 07"," 25"," 11"
"2013 07 25 12",20,"2013"," 07"," 25"," 12"
"2013 07 25 13",41,"2013"," 07"," 25"," 13"
"2013 07 25 14",34,"2013"," 07"," 25"," 14"
"2013 07 25 15",26,"2013"," 07"," 25"," 15"
"2013 07 25 16",33,"2013"," 07"," 25"," 16"
"2013 07 25 17",35,"2013"," 07"," 25"," 17"
"2013 07 25 18",44,"2013"," 07"," 25"," 18"
"2013 07 25 19",20,"2013"," 07"," 25"," 19"
"2013 07 26 08",6,"2013"," 07"," 26"," 08"
"2013 07 26 09",21,"2013"," 07"," 26"," 09"
"2013 07 26 10",20,"2013"," 07"," 26"," 10"
"2013 07 26 11",9,"2013"," 07"," 26"," 11"
"2013 07 26 12",30,"2013"," 07"," 26"," 12"
"2013 07 26 13",33,"2013"," 07"," 26"," 13"
"2013 07 26 14",24,"2013"," 07"," 26"," 14"
"2013 07 26 15",26,"2013"," 07"," 26"," 15"
"2013 07 26 16",16,"2013"," 07"," 26"," 16"
"2013 07 26 17",34,"2013"," 07"," 26"," 17"
"2013 07 26 18",16,"2013"," 07"," 26"," 18"
"2013 07 26 19",19,"2013"," 07"," 26"," 19"
"2013 07 27 10",27,"2013"," 07"," 27"," 10"
"2013 07 27 11",28,"2013"," 07"," 27"," 11"
"2013 07 27 12",35,"2013"," 07"," 27"," 12"
"2013 07 27 13",19,"2013"," 07"," 27"," 13"
"2013 07 27 14",30,"2013"," 07"," 27"," 14"
"2013 07 27 15",32,"2013"," 07"," 27"," 15"
"2013 07 27 16",24,"2013"," 07"," 27"," 16"
"2013 07 27 17",20,"2013"," 07"," 27"," 17"
"2013 07 29 08",2,"2013"," 07"," 29"," 08"
"2013 07 29 09",16,"2013"," 07"," 29"," 09"
"2013 07 29 10",21,"2013"," 07"," 29"," 10"
"2013 07 29 11",31,"2013"," 07"," 29"," 11"
"2013 07 29 12",14,"2013"," 07"," 29"," 12"
"2013 07 29 13",22,"2013"," 07"," 29"," 13"
"2013 07 29 14",27,"2013"," 07"," 29"," 14"
"2013 07 29 15",31,"2013"," 07"," 29"," 15"
"2013 07 29 16",42,"2013"," 07"," 29"," 16"
"2013 07 29 17",30,"2013"," 07"," 29"," 17"
"2013 07 29 18",42,"2013"," 07"," 29"," 18"
"2013 07 29 19",9,"2013"," 07"," 29"," 19"
"2013 07 30 08",3,"2013"," 07"," 30"," 08"
"2013 07 30 09",18,"2013"," 07"," 30"," 09"
"2013 07 30 10",19,"2013"," 07"," 30"," 10"
"2013 07 30 11",15,"2013"," 07"," 30"," 11"
"2013 07 30 12",16,"2013"," 07"," 30"," 12"
"2013 07 30 13",42,"2013"," 07"," 30"," 13"
"2013 07 30 14",30,"2013"," 07"," 30"," 14"
"2013 07 30 15",21,"2013"," 07"," 30"," 15"
"2013 07 30 16",18,"2013"," 07"," 30"," 16"
"2013 07 30 17",46,"2013"," 07"," 30"," 17"
"2013 07 30 18",34,"2013"," 07"," 30"," 18"
"2013 07 30 19",17,"2013"," 07"," 30"," 19"
"2013 07 31 08",3,"2013"," 07"," 31"," 08"
"2013 07 31 09",13,"2013"," 07"," 31"," 09"
"2013 07 31 10",16,"2013"," 07"," 31"," 10"
"2013 07 31 11",17,"2013"," 07"," 31"," 11"
"2013 07 31 12",17,"2013"," 07"," 31"," 12"
"2013 07 31 13",29,"2013"," 07"," 31"," 13"
"2013 07 31 14",22,"2013"," 07"," 31"," 14"
"2013 07 31 15",20,"2013"," 07"," 31"," 15"
"2013 07 31 16",33,"2013"," 07"," 31"," 16"
"2013 07 31 17",30,"2013"," 07"," 31"," 17"
"2013 07 31 18",41,"2013"," 07"," 31"," 18"
"2013 07 31 19",6,"2013"," 07"," 31"," 19"
"2013 08 01 08",6,"2013"," 08"," 01"," 08"
"2013 08 01 09",9,"2013"," 08"," 01"," 09"
"2013 08 01 10",27,"2013"," 08"," 01"," 10"
"2013 08 01 11",21,"2013"," 08"," 01"," 11"
"2013 08 01 12",23,"2013"," 08"," 01"," 12"
"2013 08 01 13",5,"2013"," 08"," 01"," 13"
"2013 08 01 14",37,"2013"," 08"," 01"," 14"
"2013 08 01 15",21,"2013"," 08"," 01"," 15"
"2013 08 01 16",32,"2013"," 08"," 01"," 16"
"2013 08 01 17",50,"2013"," 08"," 01"," 17"
"2013 08 01 18",19,"2013"," 08"," 01"," 18"
"2013 08 01 19",19,"2013"," 08"," 01"," 19"
"2013 08 02 08",3,"2013"," 08"," 02"," 08"
"2013 08 02 09",9,"2013"," 08"," 02"," 09"
"2013 08 02 10",11,"2013"," 08"," 02"," 10"
"2013 08 02 11",26,"2013"," 08"," 02"," 11"
"2013 08 02 12",17,"2013"," 08"," 02"," 12"
"2013 08 02 13",27,"2013"," 08"," 02"," 13"
"2013 08 02 14",17,"2013"," 08"," 02"," 14"
"2013 08 02 15",20,"2013"," 08"," 02"," 15"
"2013 08 02 16",22,"2013"," 08"," 02"," 16"
"2013 08 02 17",8,"2013"," 08"," 02"," 17"
"2013 08 02 18",5,"2013"," 08"," 02"," 18"
"2013 08 02 19",7,"2013"," 08"," 02"," 19"
"2013 08 03 10",13,"2013"," 08"," 03"," 10"
"2013 08 03 11",27,"2013"," 08"," 03"," 11"
"2013 08 03 12",41,"2013"," 08"," 03"," 12"
"2013 08 03 13",10,"2013"," 08"," 03"," 13"
"2013 08 03 14",28,"2013"," 08"," 03"," 14"
"2013 08 03 15",26,"2013"," 08"," 03"," 15"
"2013 08 03 16",9,"2013"," 08"," 03"," 16"
"2013 08 03 17",4,"2013"," 08"," 03"," 17"
"2013 08 03 18",2,"2013"," 08"," 03"," 18"
"2013 08 05 08",3,"2013"," 08"," 05"," 08"
"2013 08 05 09",29,"2013"," 08"," 05"," 09"
"2013 08 05 10",25,"2013"," 08"," 05"," 10"
"2013 08 05 11",22,"2013"," 08"," 05"," 11"
"2013 08 05 12",25,"2013"," 08"," 05"," 12"
"2013 08 05 13",34,"2013"," 08"," 05"," 13"
"2013 08 05 14",31,"2013"," 08"," 05"," 14"
"2013 08 05 15",28,"2013"," 08"," 05"," 15"
"2013 08 05 16",48,"2013"," 08"," 05"," 16"
"2013 08 05 17",38,"2013"," 08"," 05"," 17"
"2013 08 05 18",25,"2013"," 08"," 05"," 18"
"2013 08 05 19",5,"2013"," 08"," 05"," 19"
"2013 08 06 08",17,"2013"," 08"," 06"," 08"
"2013 08 06 09",12,"2013"," 08"," 06"," 09"
"2013 08 06 10",22,"2013"," 08"," 06"," 10"
"2013 08 06 11",22,"2013"," 08"," 06"," 11"
"2013 08 06 12",34,"2013"," 08"," 06"," 12"
"2013 08 06 13",29,"2013"," 08"," 06"," 13"
"2013 08 06 14",25,"2013"," 08"," 06"," 14"
"2013 08 06 15",17,"2013"," 08"," 06"," 15"
"2013 08 06 16",14,"2013"," 08"," 06"," 16"
"2013 08 06 17",24,"2013"," 08"," 06"," 17"
"2013 08 06 18",16,"2013"," 08"," 06"," 18"
"2013 08 06 19",14,"2013"," 08"," 06"," 19"
"2013 08 07 08",9,"2013"," 08"," 07"," 08"
"2013 08 07 09",33,"2013"," 08"," 07"," 09"
"2013 08 07 10",19,"2013"," 08"," 07"," 10"
"2013 08 07 11",22,"2013"," 08"," 07"," 11"
"2013 08 07 12",36,"2013"," 08"," 07"," 12"
"2013 08 07 13",48,"2013"," 08"," 07"," 13"
"2013 08 07 14",27,"2013"," 08"," 07"," 14"
"2013 08 07 15",33,"2013"," 08"," 07"," 15"
"2013 08 07 16",18,"2013"," 08"," 07"," 16"
"2013 08 07 17",28,"2013"," 08"," 07"," 17"
"2013 08 07 18",36,"2013"," 08"," 07"," 18"
"2013 08 07 19",10,"2013"," 08"," 07"," 19"
"2013 08 08 08",7,"2013"," 08"," 08"," 08"
"2013 08 08 09",17,"2013"," 08"," 08"," 09"
"2013 08 08 10",18,"2013"," 08"," 08"," 10"
"2013 08 08 11",34,"2013"," 08"," 08"," 11"
"2013 08 08 12",8,"2013"," 08"," 08"," 12"
"2013 08 08 13",16,"2013"," 08"," 08"," 13"
"2013 08 08 14",35,"2013"," 08"," 08"," 14"
"2013 08 08 15",21,"2013"," 08"," 08"," 15"
"2013 08 08 16",26,"2013"," 08"," 08"," 16"
"2013 08 08 17",26,"2013"," 08"," 08"," 17"
"2013 08 08 18",15,"2013"," 08"," 08"," 18"
"2013 08 08 19",15,"2013"," 08"," 08"," 19"
"2013 08 09 09",8,"2013"," 08"," 09"," 09"
"2013 08 09 10",24,"2013"," 08"," 09"," 10"
"2013 08 09 11",16,"2013"," 08"," 09"," 11"
"2013 08 09 12",27,"2013"," 08"," 09"," 12"
"2013 08 09 13",42,"2013"," 08"," 09"," 13"
"2013 08 09 14",13,"2013"," 08"," 09"," 14"
"2013 08 09 15",19,"2013"," 08"," 09"," 15"
"2013 08 09 16",36,"2013"," 08"," 09"," 16"
"2013 08 09 17",21,"2013"," 08"," 09"," 17"
"2013 08 09 18",32,"2013"," 08"," 09"," 18"
"2013 08 09 19",2,"2013"," 08"," 09"," 19"
"2013 08 10 10",21,"2013"," 08"," 10"," 10"
"2013 08 10 11",14,"2013"," 08"," 10"," 11"
"2013 08 10 12",6,"2013"," 08"," 10"," 12"
"2013 08 10 13",24,"2013"," 08"," 10"," 13"
"2013 08 10 14",15,"2013"," 08"," 10"," 14"
"2013 08 10 15",8,"2013"," 08"," 10"," 15"
"2013 08 10 16",31,"2013"," 08"," 10"," 16"
"2013 08 10 17",9,"2013"," 08"," 10"," 17"
"2013 08 10 18",1,"2013"," 08"," 10"," 18"
"2013 08 12 12",14,"2013"," 08"," 12"," 12"
"2013 08 12 13",38,"2013"," 08"," 12"," 13"
"2013 08 12 14",29,"2013"," 08"," 12"," 14"
"2013 08 12 15",44,"2013"," 08"," 12"," 15"
"2013 08 12 16",36,"2013"," 08"," 12"," 16"
"2013 08 12 17",33,"2013"," 08"," 12"," 17"
"2013 08 12 18",45,"2013"," 08"," 12"," 18"
"2013 08 12 19",28,"2013"," 08"," 12"," 19"
"2013 08 13 10",22,"2013"," 08"," 13"," 10"
"2013 08 13 11",35,"2013"," 08"," 13"," 11"
"2013 08 13 12",25,"2013"," 08"," 13"," 12"
"2013 08 13 13",29,"2013"," 08"," 13"," 13"
"2013 08 13 14",21,"2013"," 08"," 13"," 14"
"2013 08 13 15",19,"2013"," 08"," 13"," 15"
"2013 08 13 16",30,"2013"," 08"," 13"," 16"
"2013 08 13 17",16,"2013"," 08"," 13"," 17"
"2013 08 13 18",27,"2013"," 08"," 13"," 18"
"2013 08 13 19",22,"2013"," 08"," 13"," 19"
"2013 08 13 20",1,"2013"," 08"," 13"," 20"
"2013 08 14 08",16,"2013"," 08"," 14"," 08"
"2013 08 14 09",21,"2013"," 08"," 14"," 09"
"2013 08 14 10",14,"2013"," 08"," 14"," 10"
"2013 08 14 11",10,"2013"," 08"," 14"," 11"
"2013 08 14 12",28,"2013"," 08"," 14"," 12"
"2013 08 14 13",22,"2013"," 08"," 14"," 13"
"2013 08 14 14",29,"2013"," 08"," 14"," 14"
"2013 08 14 15",18,"2013"," 08"," 14"," 15"
"2013 08 14 16",13,"2013"," 08"," 14"," 16"
"2013 08 14 17",10,"2013"," 08"," 14"," 17"
"2013 08 15 09",17,"2013"," 08"," 15"," 09"
"2013 08 15 10",6,"2013"," 08"," 15"," 10"
"2013 08 15 11",13,"2013"," 08"," 15"," 11"
"2013 08 15 12",10,"2013"," 08"," 15"," 12"
"2013 08 15 13",4,"2013"," 08"," 15"," 13"
"2013 08 15 14",9,"2013"," 08"," 15"," 14"
"2013 08 15 15",24,"2013"," 08"," 15"," 15"
"2013 08 15 16",31,"2013"," 08"," 15"," 16"
"2013 08 15 17",42,"2013"," 08"," 15"," 17"
"2013 08 15 18",38,"2013"," 08"," 15"," 18"
"2013 08 15 19",10,"2013"," 08"," 15"," 19"
"2013 08 16 08",6,"2013"," 08"," 16"," 08"
"2013 08 16 09",11,"2013"," 08"," 16"," 09"
"2013 08 16 10",21,"2013"," 08"," 16"," 10"
"2013 08 16 11",29,"2013"," 08"," 16"," 11"
"2013 08 16 12",15,"2013"," 08"," 16"," 12"
"2013 08 16 13",19,"2013"," 08"," 16"," 13"
"2013 08 16 14",22,"2013"," 08"," 16"," 14"
"2013 08 16 15",33,"2013"," 08"," 16"," 15"
"2013 08 16 16",19,"2013"," 08"," 16"," 16"
"2013 08 16 17",14,"2013"," 08"," 16"," 17"
"2013 08 16 18",17,"2013"," 08"," 16"," 18"
"2013 08 16 19",18,"2013"," 08"," 16"," 19"
"2013 08 17 10",12,"2013"," 08"," 17"," 10"
"2013 08 17 11",25,"2013"," 08"," 17"," 11"
"2013 08 17 12",36,"2013"," 08"," 17"," 12"
"2013 08 17 13",13,"2013"," 08"," 17"," 13"
"2013 08 17 14",26,"2013"," 08"," 17"," 14"
"2013 08 17 15",31,"2013"," 08"," 17"," 15"
"2013 08 17 16",23,"2013"," 08"," 17"," 16"
"2013 08 17 17",13,"2013"," 08"," 17"," 17"
"2013 08 17 18",2,"2013"," 08"," 17"," 18"
"2013 08 19 08",3,"2013"," 08"," 19"," 08"
"2013 08 19 09",12,"2013"," 08"," 19"," 09"
"2013 08 19 10",17,"2013"," 08"," 19"," 10"
"2013 08 19 11",22,"2013"," 08"," 19"," 11"
"2013 08 19 12",28,"2013"," 08"," 19"," 12"
"2013 08 19 13",30,"2013"," 08"," 19"," 13"
"2013 08 19 14",19,"2013"," 08"," 19"," 14"
