"bracnh5$EVENT_DTTM","count","Year","Month","Day","Hour"
"2013 07 15 10",24,"2013"," 07"," 15"," 10"
"2013 07 15 11",12,"2013"," 07"," 15"," 11"
"2013 07 15 12",42,"2013"," 07"," 15"," 12"
"2013 07 15 13",21,"2013"," 07"," 15"," 13"
"2013 07 15 14",20,"2013"," 07"," 15"," 14"
"2013 07 15 15",25,"2013"," 07"," 15"," 15"
"2013 07 15 16",35,"2013"," 07"," 15"," 16"
"2013 07 15 17",20,"2013"," 07"," 15"," 17"
"2013 07 15 18",36,"2013"," 07"," 15"," 18"
"2013 07 15 19",40,"2013"," 07"," 15"," 19"
"2013 07 16 08",10,"2013"," 07"," 16"," 08"
"2013 07 16 09",22,"2013"," 07"," 16"," 09"
"2013 07 16 10",23,"2013"," 07"," 16"," 10"
"2013 07 16 11",15,"2013"," 07"," 16"," 11"
"2013 07 16 12",23,"2013"," 07"," 16"," 12"
"2013 07 16 13",34,"2013"," 07"," 16"," 13"
"2013 07 16 14",22,"2013"," 07"," 16"," 14"
"2013 07 16 15",29,"2013"," 07"," 16"," 15"
"2013 07 16 16",28,"2013"," 07"," 16"," 16"
"2013 07 16 17",21,"2013"," 07"," 16"," 17"
"2013 07 16 18",45,"2013"," 07"," 16"," 18"
"2013 07 16 19",29,"2013"," 07"," 16"," 19"
"2013 07 17 08",10,"2013"," 07"," 17"," 08"
"2013 07 17 09",29,"2013"," 07"," 17"," 09"
"2013 07 17 10",14,"2013"," 07"," 17"," 10"
"2013 07 17 11",25,"2013"," 07"," 17"," 11"
"2013 07 17 12",28,"2013"," 07"," 17"," 12"
"2013 07 17 13",32,"2013"," 07"," 17"," 13"
"2013 07 17 14",25,"2013"," 07"," 17"," 14"
"2013 07 17 15",26,"2013"," 07"," 17"," 15"
"2013 07 17 16",22,"2013"," 07"," 17"," 16"
"2013 07 17 17",24,"2013"," 07"," 17"," 17"
"2013 07 17 18",36,"2013"," 07"," 17"," 18"
"2013 07 17 19",8,"2013"," 07"," 17"," 19"
"2013 07 18 10",4,"2013"," 07"," 18"," 10"
"2013 07 18 11",13,"2013"," 07"," 18"," 11"
"2013 07 18 12",7,"2013"," 07"," 18"," 12"
"2013 07 18 13",27,"2013"," 07"," 18"," 13"
"2013 07 18 14",15,"2013"," 07"," 18"," 14"
"2013 07 18 15",15,"2013"," 07"," 18"," 15"
"2013 07 18 16",5,"2013"," 07"," 18"," 16"
"2013 07 18 17",23,"2013"," 07"," 18"," 17"
"2013 07 18 18",32,"2013"," 07"," 18"," 18"
"2013 07 18 19",16,"2013"," 07"," 18"," 19"
"2013 07 19 08",2,"2013"," 07"," 19"," 08"
"2013 07 19 09",12,"2013"," 07"," 19"," 09"
"2013 07 19 10",20,"2013"," 07"," 19"," 10"
"2013 07 19 11",21,"2013"," 07"," 19"," 11"
"2013 07 19 12",19,"2013"," 07"," 19"," 12"
"2013 07 19 13",18,"2013"," 07"," 19"," 13"
"2013 07 19 14",39,"2013"," 07"," 19"," 14"
"2013 07 19 15",39,"2013"," 07"," 19"," 15"
"2013 07 19 16",20,"2013"," 07"," 19"," 16"
"2013 07 19 17",30,"2013"," 07"," 19"," 17"
"2013 07 19 18",24,"2013"," 07"," 19"," 18"
"2013 07 19 19",18,"2013"," 07"," 19"," 19"
"2013 07 20 10",37,"2013"," 07"," 20"," 10"
"2013 07 20 11",22,"2013"," 07"," 20"," 11"
"2013 07 20 12",31,"2013"," 07"," 20"," 12"
"2013 07 20 13",29,"2013"," 07"," 20"," 13"
"2013 07 20 14",36,"2013"," 07"," 20"," 14"
"2013 07 20 15",12,"2013"," 07"," 20"," 15"
"2013 07 20 16",19,"2013"," 07"," 20"," 16"
"2013 07 20 17",16,"2013"," 07"," 20"," 17"
"2013 07 22 08",7,"2013"," 07"," 22"," 08"
"2013 07 22 09",17,"2013"," 07"," 22"," 09"
"2013 07 22 10",13,"2013"," 07"," 22"," 10"
"2013 07 22 11",49,"2013"," 07"," 22"," 11"
"2013 07 22 12",29,"2013"," 07"," 22"," 12"
"2013 07 22 13",29,"2013"," 07"," 22"," 13"
"2013 07 22 14",41,"2013"," 07"," 22"," 14"
"2013 07 22 15",41,"2013"," 07"," 22"," 15"
"2013 07 22 16",42,"2013"," 07"," 22"," 16"
"2013 07 22 17",21,"2013"," 07"," 22"," 17"
"2013 07 22 18",37,"2013"," 07"," 22"," 18"
"2013 07 22 19",37,"2013"," 07"," 22"," 19"
"2013 07 22 23",6,"2013"," 07"," 22"," 23"
"2013 07 23 08",16,"2013"," 07"," 23"," 08"
"2013 07 23 09",13,"2013"," 07"," 23"," 09"
"2013 07 23 10",24,"2013"," 07"," 23"," 10"
"2013 07 23 11",10,"2013"," 07"," 23"," 11"
"2013 07 23 12",20,"2013"," 07"," 23"," 12"
"2013 07 23 13",18,"2013"," 07"," 23"," 13"
"2013 07 23 14",15,"2013"," 07"," 23"," 14"
"2013 07 23 15",12,"2013"," 07"," 23"," 15"
"2013 07 23 16",14,"2013"," 07"," 23"," 16"
"2013 07 23 17",19,"2013"," 07"," 23"," 17"
"2013 07 23 18",47,"2013"," 07"," 23"," 18"
"2013 07 23 19",30,"2013"," 07"," 23"," 19"
"2013 07 23 23",6,"2013"," 07"," 23"," 23"
"2013 07 24 08",6,"2013"," 07"," 24"," 08"
"2013 07 24 09",29,"2013"," 07"," 24"," 09"
"2013 07 24 10",8,"2013"," 07"," 24"," 10"
"2013 07 24 11",14,"2013"," 07"," 24"," 11"
"2013 07 24 12",19,"2013"," 07"," 24"," 12"
"2013 07 24 13",48,"2013"," 07"," 24"," 13"
"2013 07 24 14",51,"2013"," 07"," 24"," 14"
"2013 07 24 15",21,"2013"," 07"," 24"," 15"
"2013 07 24 16",29,"2013"," 07"," 24"," 16"
"2013 07 24 17",20,"2013"," 07"," 24"," 17"
"2013 07 24 18",34,"2013"," 07"," 24"," 18"
"2013 07 24 19",18,"2013"," 07"," 24"," 19"
"2013 07 24 23",8,"2013"," 07"," 24"," 23"
"2013 07 30 08",3,"2013"," 07"," 30"," 08"
"2013 07 30 09",14,"2013"," 07"," 30"," 09"
"2013 07 30 10",19,"2013"," 07"," 30"," 10"
"2013 07 30 11",30,"2013"," 07"," 30"," 11"
"2013 07 30 12",20,"2013"," 07"," 30"," 12"
"2013 07 30 13",12,"2013"," 07"," 30"," 13"
"2013 07 30 14",24,"2013"," 07"," 30"," 14"
"2013 07 30 15",6,"2013"," 07"," 30"," 15"
"2013 07 30 23",2,"2013"," 07"," 30"," 23"
"2013 07 31 08",12,"2013"," 07"," 31"," 08"
"2013 07 31 09",25,"2013"," 07"," 31"," 09"
"2013 07 31 10",46,"2013"," 07"," 31"," 10"
"2013 07 31 11",16,"2013"," 07"," 31"," 11"
"2013 07 31 12",28,"2013"," 07"," 31"," 12"
"2013 07 31 13",16,"2013"," 07"," 31"," 13"
"2013 07 31 14",33,"2013"," 07"," 31"," 14"
"2013 07 31 15",22,"2013"," 07"," 31"," 15"
"2013 07 31 16",23,"2013"," 07"," 31"," 16"
"2013 07 31 17",25,"2013"," 07"," 31"," 17"
"2013 07 31 18",48,"2013"," 07"," 31"," 18"
"2013 07 31 19",24,"2013"," 07"," 31"," 19"
"2013 08 01 08",10,"2013"," 08"," 01"," 08"
"2013 08 01 09",31,"2013"," 08"," 01"," 09"
"2013 08 01 10",25,"2013"," 08"," 01"," 10"
"2013 08 01 11",7,"2013"," 08"," 01"," 11"
"2013 08 01 12",25,"2013"," 08"," 01"," 12"
"2013 08 01 13",31,"2013"," 08"," 01"," 13"
"2013 08 01 14",26,"2013"," 08"," 01"," 14"
"2013 08 01 15",44,"2013"," 08"," 01"," 15"
"2013 08 01 16",17,"2013"," 08"," 01"," 16"
"2013 08 01 17",31,"2013"," 08"," 01"," 17"
"2013 08 01 18",36,"2013"," 08"," 01"," 18"
"2013 08 01 19",11,"2013"," 08"," 01"," 19"
"2013 08 02 09",13,"2013"," 08"," 02"," 09"
"2013 08 02 10",16,"2013"," 08"," 02"," 10"
"2013 08 02 11",18,"2013"," 08"," 02"," 11"
"2013 08 02 12",14,"2013"," 08"," 02"," 12"
"2013 08 02 13",32,"2013"," 08"," 02"," 13"
"2013 08 02 14",17,"2013"," 08"," 02"," 14"
"2013 08 02 15",42,"2013"," 08"," 02"," 15"
"2013 08 02 16",56,"2013"," 08"," 02"," 16"
"2013 08 02 17",53,"2013"," 08"," 02"," 17"
"2013 08 02 18",12,"2013"," 08"," 02"," 18"
"2013 08 02 19",3,"2013"," 08"," 02"," 19"
"2013 08 03 10",39,"2013"," 08"," 03"," 10"
"2013 08 03 11",39,"2013"," 08"," 03"," 11"
"2013 08 03 12",23,"2013"," 08"," 03"," 12"
"2013 08 03 13",46,"2013"," 08"," 03"," 13"
"2013 08 03 14",28,"2013"," 08"," 03"," 14"
"2013 08 03 15",35,"2013"," 08"," 03"," 15"
"2013 08 03 16",17,"2013"," 08"," 03"," 16"
"2013 08 03 17",20,"2013"," 08"," 03"," 17"
"2013 08 03 18",1,"2013"," 08"," 03"," 18"
"2013 08 05 08",6,"2013"," 08"," 05"," 08"
"2013 08 05 09",6,"2013"," 08"," 05"," 09"
"2013 08 05 10",21,"2013"," 08"," 05"," 10"
"2013 08 05 11",26,"2013"," 08"," 05"," 11"
"2013 08 05 12",27,"2013"," 08"," 05"," 12"
"2013 08 05 13",15,"2013"," 08"," 05"," 13"
"2013 08 05 14",27,"2013"," 08"," 05"," 14"
"2013 08 05 15",27,"2013"," 08"," 05"," 15"
"2013 08 05 16",21,"2013"," 08"," 05"," 16"
"2013 08 05 17",46,"2013"," 08"," 05"," 17"
"2013 08 05 18",31,"2013"," 08"," 05"," 18"
"2013 08 05 19",19,"2013"," 08"," 05"," 19"
"2013 08 06 08",2,"2013"," 08"," 06"," 08"
"2013 08 06 09",15,"2013"," 08"," 06"," 09"
"2013 08 06 10",12,"2013"," 08"," 06"," 10"
"2013 08 06 11",36,"2013"," 08"," 06"," 11"
"2013 08 06 12",29,"2013"," 08"," 06"," 12"
"2013 08 06 13",42,"2013"," 08"," 06"," 13"
"2013 08 06 14",18,"2013"," 08"," 06"," 14"
"2013 08 06 15",23,"2013"," 08"," 06"," 15"
"2013 08 06 16",17,"2013"," 08"," 06"," 16"
"2013 08 06 17",25,"2013"," 08"," 06"," 17"
"2013 08 06 18",30,"2013"," 08"," 06"," 18"
"2013 08 06 19",14,"2013"," 08"," 06"," 19"
"2013 08 06 23",2,"2013"," 08"," 06"," 23"
"2013 08 07 08",2,"2013"," 08"," 07"," 08"
"2013 08 07 09",4,"2013"," 08"," 07"," 09"
"2013 08 07 10",18,"2013"," 08"," 07"," 10"
"2013 08 07 11",18,"2013"," 08"," 07"," 11"
"2013 08 07 12",35,"2013"," 08"," 07"," 12"
"2013 08 07 13",20,"2013"," 08"," 07"," 13"
"2013 08 07 14",38,"2013"," 08"," 07"," 14"
"2013 08 07 15",17,"2013"," 08"," 07"," 15"
"2013 08 07 16",19,"2013"," 08"," 07"," 16"
"2013 08 07 17",32,"2013"," 08"," 07"," 17"
"2013 08 07 18",33,"2013"," 08"," 07"," 18"
"2013 08 07 19",19,"2013"," 08"," 07"," 19"
"2013 08 07 23",2,"2013"," 08"," 07"," 23"
"2013 08 08 09",8,"2013"," 08"," 08"," 09"
"2013 08 08 10",18,"2013"," 08"," 08"," 10"
"2013 08 08 11",17,"2013"," 08"," 08"," 11"
"2013 08 08 12",10,"2013"," 08"," 08"," 12"
"2013 08 08 13",26,"2013"," 08"," 08"," 13"
"2013 08 08 14",36,"2013"," 08"," 08"," 14"
"2013 08 08 15",24,"2013"," 08"," 08"," 15"
"2013 08 08 16",43,"2013"," 08"," 08"," 16"
"2013 08 08 17",25,"2013"," 08"," 08"," 17"
"2013 08 08 18",25,"2013"," 08"," 08"," 18"
"2013 08 08 19",4,"2013"," 08"," 08"," 19"
"2013 08 08 23",6,"2013"," 08"," 08"," 23"
"2013 08 09 08",5,"2013"," 08"," 09"," 08"
"2013 08 09 09",10,"2013"," 08"," 09"," 09"
"2013 08 09 10",18,"2013"," 08"," 09"," 10"
"2013 08 09 11",11,"2013"," 08"," 09"," 11"
"2013 08 09 12",34,"2013"," 08"," 09"," 12"
"2013 08 09 13",36,"2013"," 08"," 09"," 13"
"2013 08 09 14",23,"2013"," 08"," 09"," 14"
"2013 08 09 15",39,"2013"," 08"," 09"," 15"
"2013 08 09 16",44,"2013"," 08"," 09"," 16"
"2013 08 09 17",47,"2013"," 08"," 09"," 17"
"2013 08 09 18",15,"2013"," 08"," 09"," 18"
"2013 08 09 19",11,"2013"," 08"," 09"," 19"
"2013 08 09 23",4,"2013"," 08"," 09"," 23"
"2013 08 10 10",24,"2013"," 08"," 10"," 10"
"2013 08 10 11",45,"2013"," 08"," 10"," 11"
"2013 08 10 12",50,"2013"," 08"," 10"," 12"
"2013 08 10 13",40,"2013"," 08"," 10"," 13"
"2013 08 10 14",34,"2013"," 08"," 10"," 14"
"2013 08 10 15",19,"2013"," 08"," 10"," 15"
"2013 08 10 16",19,"2013"," 08"," 10"," 16"
"2013 08 10 17",19,"2013"," 08"," 10"," 17"
"2013 08 12 08",11,"2013"," 08"," 12"," 08"
"2013 08 12 09",19,"2013"," 08"," 12"," 09"
"2013 08 12 10",14,"2013"," 08"," 12"," 10"
"2013 08 12 11",18,"2013"," 08"," 12"," 11"
"2013 08 12 12",49,"2013"," 08"," 12"," 12"
"2013 08 12 13",17,"2013"," 08"," 12"," 13"
"2013 08 12 14",1,"2013"," 08"," 12"," 14"
"2013 08 12 15",6,"2013"," 08"," 12"," 15"
"2013 08 12 16",33,"2013"," 08"," 12"," 16"
"2013 08 12 17",43,"2013"," 08"," 12"," 17"
"2013 08 12 18",41,"2013"," 08"," 12"," 18"
"2013 08 12 23",2,"2013"," 08"," 12"," 23"
"2013 08 13 08",14,"2013"," 08"," 13"," 08"
"2013 08 13 09",17,"2013"," 08"," 13"," 09"
"2013 08 13 10",40,"2013"," 08"," 13"," 10"
"2013 08 13 11",27,"2013"," 08"," 13"," 11"
"2013 08 13 12",42,"2013"," 08"," 13"," 12"
"2013 08 13 13",34,"2013"," 08"," 13"," 13"
"2013 08 13 14",28,"2013"," 08"," 13"," 14"
"2013 08 13 15",12,"2013"," 08"," 13"," 15"
"2013 08 13 16",19,"2013"," 08"," 13"," 16"
"2013 08 13 17",25,"2013"," 08"," 13"," 17"
"2013 08 13 18",48,"2013"," 08"," 13"," 18"
"2013 08 13 19",22,"2013"," 08"," 13"," 19"
"2013 08 13 23",10,"2013"," 08"," 13"," 23"
"2013 08 14 12",12,"2013"," 08"," 14"," 12"
"2013 08 14 13",36,"2013"," 08"," 14"," 13"
"2013 08 14 14",29,"2013"," 08"," 14"," 14"
"2013 08 14 15",45,"2013"," 08"," 14"," 15"
"2013 08 14 16",32,"2013"," 08"," 14"," 16"
"2013 08 14 17",38,"2013"," 08"," 14"," 17"
"2013 08 14 18",32,"2013"," 08"," 14"," 18"
"2013 08 14 19",20,"2013"," 08"," 14"," 19"
"2013 08 14 23",4,"2013"," 08"," 14"," 23"
"2013 08 15 10",18,"2013"," 08"," 15"," 10"
"2013 08 15 11",24,"2013"," 08"," 15"," 11"
"2013 08 15 12",24,"2013"," 08"," 15"," 12"
"2013 08 15 13",37,"2013"," 08"," 15"," 13"
"2013 08 15 14",30,"2013"," 08"," 15"," 14"
"2013 08 15 15",32,"2013"," 08"," 15"," 15"
"2013 08 15 16",14,"2013"," 08"," 15"," 16"
"2013 08 15 17",16,"2013"," 08"," 15"," 17"
"2013 08 15 18",38,"2013"," 08"," 15"," 18"
"2013 08 15 19",14,"2013"," 08"," 15"," 19"
"2013 08 15 23",6,"2013"," 08"," 15"," 23"
"2013 08 16 08",5,"2013"," 08"," 16"," 08"
"2013 08 16 09",15,"2013"," 08"," 16"," 09"
"2013 08 16 10",27,"2013"," 08"," 16"," 10"
"2013 08 16 11",21,"2013"," 08"," 16"," 11"
"2013 08 16 12",30,"2013"," 08"," 16"," 12"
"2013 08 16 13",20,"2013"," 08"," 16"," 13"
"2013 08 16 17",12,"2013"," 08"," 16"," 17"
"2013 08 16 18",56,"2013"," 08"," 16"," 18"
"2013 08 16 19",16,"2013"," 08"," 16"," 19"
"2013 08 16 23",8,"2013"," 08"," 16"," 23"
"2013 08 17 10",35,"2013"," 08"," 17"," 10"
"2013 08 17 11",17,"2013"," 08"," 17"," 11"
"2013 08 17 12",18,"2013"," 08"," 17"," 12"
"2013 08 17 13",45,"2013"," 08"," 17"," 13"
"2013 08 17 14",37,"2013"," 08"," 17"," 14"
"2013 08 17 15",21,"2013"," 08"," 17"," 15"
"2013 08 17 16",14,"2013"," 08"," 17"," 16"
"2013 08 17 17",18,"2013"," 08"," 17"," 17"
"2013 08 17 23",6,"2013"," 08"," 17"," 23"
"2013 08 19 08",8,"2013"," 08"," 19"," 08"
"2013 08 19 09",6,"2013"," 08"," 19"," 09"
"2013 08 19 10",17,"2013"," 08"," 19"," 10"
"2013 08 19 11",27,"2013"," 08"," 19"," 11"
"2013 08 19 12",27,"2013"," 08"," 19"," 12"
"2013 08 19 13",39,"2013"," 08"," 19"," 13"
"2013 08 19 14",22,"2013"," 08"," 19"," 14"
"2013 08 19 15",33,"2013"," 08"," 19"," 15"
"2013 08 19 16",35,"2013"," 08"," 19"," 16"
"2013 08 19 17",53,"2013"," 08"," 19"," 17"
"2013 08 19 18",54,"2013"," 08"," 19"," 18"
"2013 08 19 19",28,"2013"," 08"," 19"," 19"
"2013 08 19 23",4,"2013"," 08"," 19"," 23"
"2013 08 20 08",11,"2013"," 08"," 20"," 08"
"2013 08 20 09",24,"2013"," 08"," 20"," 09"
"2013 08 20 10",15,"2013"," 08"," 20"," 10"
"2013 08 20 11",19,"2013"," 08"," 20"," 11"
"2013 08 20 12",17,"2013"," 08"," 20"," 12"
"2013 08 20 13",18,"2013"," 08"," 20"," 13"
"2013 08 20 14",29,"2013"," 08"," 20"," 14"
"2013 08 20 15",19,"2013"," 08"," 20"," 15"
"2013 08 20 16",42,"2013"," 08"," 20"," 16"
"2013 08 20 17",27,"2013"," 08"," 20"," 17"
"2013 08 20 18",34,"2013"," 08"," 20"," 18"
"2013 08 20 19",9,"2013"," 08"," 20"," 19"
"2013 08 20 23",8,"2013"," 08"," 20"," 23"
"2013 08 21 08",3,"2013"," 08"," 21"," 08"
"2013 08 21 09",11,"2013"," 08"," 21"," 09"
"2013 08 21 10",31,"2013"," 08"," 21"," 10"
"2013 08 21 11",29,"2013"," 08"," 21"," 11"
"2013 08 21 12",50,"2013"," 08"," 21"," 12"
"2013 08 21 13",39,"2013"," 08"," 21"," 13"
"2013 08 21 14",14,"2013"," 08"," 21"," 14"
"2013 08 21 15",42,"2013"," 08"," 21"," 15"
"2013 08 21 16",31,"2013"," 08"," 21"," 16"
"2013 08 21 17",38,"2013"," 08"," 21"," 17"
"2013 08 21 18",64,"2013"," 08"," 21"," 18"
"2013 08 21 19",36,"2013"," 08"," 21"," 19"
"2013 08 22 08",2,"2013"," 08"," 22"," 08"
"2013 08 22 09",12,"2013"," 08"," 22"," 09"
"2013 08 22 10",14,"2013"," 08"," 22"," 10"
"2013 08 22 11",16,"2013"," 08"," 22"," 11"
"2013 08 22 12",16,"2013"," 08"," 22"," 12"
"2013 08 22 13",20,"2013"," 08"," 22"," 13"
"2013 08 22 14",21,"2013"," 08"," 22"," 14"
"2013 08 22 15",31,"2013"," 08"," 22"," 15"
"2013 08 22 16",62,"2013"," 08"," 22"," 16"
"2013 08 22 17",34,"2013"," 08"," 22"," 17"
"2013 08 22 18",55,"2013"," 08"," 22"," 18"
"2013 08 22 19",32,"2013"," 08"," 22"," 19"
"2013 08 22 23",12,"2013"," 08"," 22"," 23"
"2013 08 23 08",4,"2013"," 08"," 23"," 08"
"2013 08 23 09",21,"2013"," 08"," 23"," 09"
"2013 08 23 10",17,"2013"," 08"," 23"," 10"
"2013 08 23 11",21,"2013"," 08"," 23"," 11"
"2013 08 23 12",34,"2013"," 08"," 23"," 12"
"2013 08 23 13",25,"2013"," 08"," 23"," 13"
"2013 08 23 14",11,"2013"," 08"," 23"," 14"
"2013 08 23 15",25,"2013"," 08"," 23"," 15"
"2013 08 23 16",30,"2013"," 08"," 23"," 16"
"2013 08 23 17",35,"2013"," 08"," 23"," 17"
"2013 08 23 18",33,"2013"," 08"," 23"," 18"
"2013 08 23 19",25,"2013"," 08"," 23"," 19"
"2013 08 23 20",1,"2013"," 08"," 23"," 20"
"2013 08 23 23",10,"2013"," 08"," 23"," 23"
"2013 08 24 10",29,"2013"," 08"," 24"," 10"
"2013 08 24 11",18,"2013"," 08"," 24"," 11"
"2013 08 24 12",26,"2013"," 08"," 24"," 12"
"2013 08 24 13",24,"2013"," 08"," 24"," 13"
"2013 08 24 14",10,"2013"," 08"," 24"," 14"
"2013 08 24 15",33,"2013"," 08"," 24"," 15"
"2013 08 24 16",25,"2013"," 08"," 24"," 16"
"2013 08 24 17",12,"2013"," 08"," 24"," 17"
"2013 08 24 23",2,"2013"," 08"," 24"," 23"
"2013 08 26 09",9,"2013"," 08"," 26"," 09"
"2013 08 26 10",21,"2013"," 08"," 26"," 10"
"2013 08 26 11",23,"2013"," 08"," 26"," 11"
"2013 08 26 12",45,"2013"," 08"," 26"," 12"
"2013 08 26 13",35,"2013"," 08"," 26"," 13"
"2013 08 26 14",34,"2013"," 08"," 26"," 14"
"2013 08 26 15",33,"2013"," 08"," 26"," 15"
"2013 08 26 16",38,"2013"," 08"," 26"," 16"
"2013 08 26 17",46,"2013"," 08"," 26"," 17"
"2013 08 26 18",29,"2013"," 08"," 26"," 18"
"2013 08 26 19",33,"2013"," 08"," 26"," 19"
"2013 08 26 23",16,"2013"," 08"," 26"," 23"
"2013 08 27 08",5,"2013"," 08"," 27"," 08"
"2013 08 27 09",13,"2013"," 08"," 27"," 09"
"2013 08 27 10",22,"2013"," 08"," 27"," 10"
"2013 08 27 11",15,"2013"," 08"," 27"," 11"
"2013 08 27 12",24,"2013"," 08"," 27"," 12"
"2013 08 27 13",41,"2013"," 08"," 27"," 13"
"2013 08 27 14",33,"2013"," 08"," 27"," 14"
"2013 08 27 15",32,"2013"," 08"," 27"," 15"
"2013 08 27 16",26,"2013"," 08"," 27"," 16"
"2013 08 27 17",34,"2013"," 08"," 27"," 17"
"2013 08 27 18",59,"2013"," 08"," 27"," 18"
"2013 08 27 19",27,"2013"," 08"," 27"," 19"
"2013 08 27 23",8,"2013"," 08"," 27"," 23"
"2013 08 28 08",11,"2013"," 08"," 28"," 08"
"2013 08 28 09",17,"2013"," 08"," 28"," 09"
"2013 08 28 10",21,"2013"," 08"," 28"," 10"
"2013 08 28 11",17,"2013"," 08"," 28"," 11"
"2013 08 28 12",20,"2013"," 08"," 28"," 12"
"2013 08 28 13",42,"2013"," 08"," 28"," 13"
"2013 08 28 14",19,"2013"," 08"," 28"," 14"
"2013 08 28 15",18,"2013"," 08"," 28"," 15"
"2013 08 28 16",28,"2013"," 08"," 28"," 16"
"2013 08 28 17",34,"2013"," 08"," 28"," 17"
"2013 08 28 18",30,"2013"," 08"," 28"," 18"
"2013 08 28 19",6,"2013"," 08"," 28"," 19"
"2013 08 28 23",8,"2013"," 08"," 28"," 23"
"2013 08 29 08",9,"2013"," 08"," 29"," 08"
"2013 08 29 09",27,"2013"," 08"," 29"," 09"
"2013 08 29 10",12,"2013"," 08"," 29"," 10"
"2013 08 29 11",34,"2013"," 08"," 29"," 11"
"2013 08 29 12",14,"2013"," 08"," 29"," 12"
"2013 08 29 13",36,"2013"," 08"," 29"," 13"
"2013 08 29 14",38,"2013"," 08"," 29"," 14"
"2013 08 29 15",35,"2013"," 08"," 29"," 15"
"2013 08 29 16",24,"2013"," 08"," 29"," 16"
"2013 08 29 17",39,"2013"," 08"," 29"," 17"
"2013 08 29 18",28,"2013"," 08"," 29"," 18"
"2013 08 29 19",8,"2013"," 08"," 29"," 19"
"2013 08 29 23",8,"2013"," 08"," 29"," 23"
"2013 08 30 08",9,"2013"," 08"," 30"," 08"
"2013 08 30 09",18,"2013"," 08"," 30"," 09"
"2013 08 30 10",20,"2013"," 08"," 30"," 10"
"2013 08 30 11",31,"2013"," 08"," 30"," 11"
"2013 08 30 12",25,"2013"," 08"," 30"," 12"
"2013 08 30 13",30,"2013"," 08"," 30"," 13"
"2013 08 30 14",17,"2013"," 08"," 30"," 14"
"2013 08 30 15",30,"2013"," 08"," 30"," 15"
"2013 08 30 16",27,"2013"," 08"," 30"," 16"
"2013 08 30 17",38,"2013"," 08"," 30"," 17"
"2013 08 30 18",28,"2013"," 08"," 30"," 18"
"2013 08 30 19",15,"2013"," 08"," 30"," 19"
"2013 08 30 23",4,"2013"," 08"," 30"," 23"
"2013 08 31 10",53,"2013"," 08"," 31"," 10"
"2013 08 31 11",25,"2013"," 08"," 31"," 11"
"2013 08 31 12",20,"2013"," 08"," 31"," 12"
"2013 08 31 13",24,"2013"," 08"," 31"," 13"
"2013 08 31 14",38,"2013"," 08"," 31"," 14"
"2013 08 31 15",14,"2013"," 08"," 31"," 15"
"2013 08 31 16",18,"2013"," 08"," 31"," 16"
"2013 08 31 17",18,"2013"," 08"," 31"," 17"
"2013 08 31 18",1,"2013"," 08"," 31"," 18"
"2013 08 31 23",2,"2013"," 08"," 31"," 23"
"2013 09 02 09",14,"2013"," 09"," 02"," 09"
"2013 09 02 10",36,"2013"," 09"," 02"," 10"
"2013 09 02 11",29,"2013"," 09"," 02"," 11"
"2013 09 02 12",60,"2013"," 09"," 02"," 12"
"2013 09 02 13",23,"2013"," 09"," 02"," 13"
