"bracnh1$EVENT_DTTM","count","Year","Month","Day","Hour"
"2013 09 24 09",316,2013," 09"," 24"," 09"
"2013 09 25 09",390,2013," 09"," 25"," 09"
"2013 09 26 09",286,2013," 09"," 26"," 09"
"2013 09 27 09",294,2013," 09"," 27"," 09"
"2013 09 28 09",205,2013," 09"," 28"," 09"
"2013 09 30 09",312,2013," 09"," 30"," 09"
"2013 10 01 08",6,2013," 10"," 01"," 08"
"2013 10 01 09",23,2013," 10"," 01"," 09"
"2013 10 01 10",21,2013," 10"," 01"," 10"
"2013 10 01 11",33,2013," 10"," 01"," 11"
"2013 10 01 12",39,2013," 10"," 01"," 12"
"2013 10 01 13",40,2013," 10"," 01"," 13"
"2013 10 01 14",32,2013," 10"," 01"," 14"
"2013 10 01 15",26,2013," 10"," 01"," 15"
"2013 10 01 16",36,2013," 10"," 01"," 16"
"2013 10 01 17",34,2013," 10"," 01"," 17"
"2013 10 01 18",30,2013," 10"," 01"," 18"
"2013 10 01 19",20,2013," 10"," 01"," 19"
"2013 10 02 08",2,2013," 10"," 02"," 08"
"2013 10 02 09",40,2013," 10"," 02"," 09"
"2013 10 02 10",5,2013," 10"," 02"," 10"
"2013 10 02 11",9,2013," 10"," 02"," 11"
"2013 10 02 12",22,2013," 10"," 02"," 12"
"2013 10 02 13",35,2013," 10"," 02"," 13"
"2013 10 02 14",33,2013," 10"," 02"," 14"
"2013 10 02 15",40,2013," 10"," 02"," 15"
"2013 10 02 16",40,2013," 10"," 02"," 16"
"2013 10 02 17",19,2013," 10"," 02"," 17"
"2013 10 02 18",27,2013," 10"," 02"," 18"
"2013 10 02 19",17,2013," 10"," 02"," 19"
"2013 10 03 08",6,2013," 10"," 03"," 08"
"2013 10 03 09",17,2013," 10"," 03"," 09"
"2013 10 03 10",20,2013," 10"," 03"," 10"
"2013 10 03 11",24,2013," 10"," 03"," 11"
"2013 10 03 12",29,2013," 10"," 03"," 12"
"2013 10 03 13",35,2013," 10"," 03"," 13"
"2013 10 03 14",21,2013," 10"," 03"," 14"
"2013 10 03 15",29,2013," 10"," 03"," 15"
"2013 10 03 16",41,2013," 10"," 03"," 16"
"2013 10 03 17",40,2013," 10"," 03"," 17"
"2013 10 03 18",25,2013," 10"," 03"," 18"
"2013 10 03 19",20,2013," 10"," 03"," 19"
"2013 10 04 08",3,2013," 10"," 04"," 08"
"2013 10 04 09",18,2013," 10"," 04"," 09"
"2013 10 04 10",13,2013," 10"," 04"," 10"
"2013 10 04 11",28,2013," 10"," 04"," 11"
"2013 10 04 12",22,2013," 10"," 04"," 12"
"2013 10 04 13",37,2013," 10"," 04"," 13"
"2013 10 04 14",16,2013," 10"," 04"," 14"
"2013 10 04 15",22,2013," 10"," 04"," 15"
"2013 10 04 16",46,2013," 10"," 04"," 16"
"2013 10 04 17",25,2013," 10"," 04"," 17"
"2013 10 04 18",24,2013," 10"," 04"," 18"
"2013 10 04 19",9,2013," 10"," 04"," 19"
"2013 10 05 10",18,2013," 10"," 05"," 10"
"2013 10 05 11",35,2013," 10"," 05"," 11"
"2013 10 05 12",38,2013," 10"," 05"," 12"
"2013 10 05 13",20,2013," 10"," 05"," 13"
"2013 10 05 14",22,2013," 10"," 05"," 14"
"2013 10 05 15",35,2013," 10"," 05"," 15"
"2013 10 05 16",15,2013," 10"," 05"," 16"
"2013 10 05 17",12,2013," 10"," 05"," 17"
"2013 10 07 08",2,2013," 10"," 07"," 08"
"2013 10 07 09",19,2013," 10"," 07"," 09"
"2013 10 07 10",26,2013," 10"," 07"," 10"
"2013 10 07 11",7,2013," 10"," 07"," 11"
"2013 10 07 12",29,2013," 10"," 07"," 12"
"2013 10 07 13",29,2013," 10"," 07"," 13"
"2013 10 07 14",51,2013," 10"," 07"," 14"
"2013 10 07 15",41,2013," 10"," 07"," 15"
"2013 10 07 16",46,2013," 10"," 07"," 16"
"2013 10 07 17",32,2013," 10"," 07"," 17"
"2013 10 07 18",40,2013," 10"," 07"," 18"
"2013 10 07 19",16,2013," 10"," 07"," 19"
"2013 10 08 08",3,2013," 10"," 08"," 08"
"2013 10 08 09",5,2013," 10"," 08"," 09"
"2013 10 08 10",40,2013," 10"," 08"," 10"
"2013 10 08 11",54,2013," 10"," 08"," 11"
"2013 10 08 12",47,2013," 10"," 08"," 12"
"2013 10 08 13",42,2013," 10"," 08"," 13"
"2013 10 08 14",36,2013," 10"," 08"," 14"
"2013 10 08 15",28,2013," 10"," 08"," 15"
"2013 10 08 16",23,2013," 10"," 08"," 16"
"2013 10 08 17",37,2013," 10"," 08"," 17"
"2013 10 08 18",46,2013," 10"," 08"," 18"
"2013 10 08 19",12,2013," 10"," 08"," 19"
"2013 10 09 10",27,2013," 10"," 09"," 10"
"2013 10 09 11",45,2013," 10"," 09"," 11"
"2013 10 09 12",30,2013," 10"," 09"," 12"
"2013 10 09 13",42,2013," 10"," 09"," 13"
"2013 10 09 14",32,2013," 10"," 09"," 14"
"2013 10 09 15",50,2013," 10"," 09"," 15"
"2013 10 09 16",37,2013," 10"," 09"," 16"
"2013 10 09 17",21,2013," 10"," 09"," 17"
"2013 10 09 18",21,2013," 10"," 09"," 18"
"2013 10 09 19",17,2013," 10"," 09"," 19"
"2013 10 10 09",7,2013," 10"," 10"," 09"
"2013 10 10 10",17,2013," 10"," 10"," 10"
"2013 10 10 11",17,2013," 10"," 10"," 11"
"2013 10 10 12",32,2013," 10"," 10"," 12"
"2013 10 10 13",27,2013," 10"," 10"," 13"
"2013 10 10 14",27,2013," 10"," 10"," 14"
"2013 10 10 15",24,2013," 10"," 10"," 15"
"2013 10 10 16",27,2013," 10"," 10"," 16"
"2013 10 10 17",21,2013," 10"," 10"," 17"
"2013 10 10 18",21,2013," 10"," 10"," 18"
"2013 10 10 19",10,2013," 10"," 10"," 19"
"2013 10 11 08",10,2013," 10"," 11"," 08"
"2013 10 11 09",15,2013," 10"," 11"," 09"
"2013 10 11 10",15,2013," 10"," 11"," 10"
"2013 10 11 11",24,2013," 10"," 11"," 11"
"2013 10 11 12",18,2013," 10"," 11"," 12"
"2013 10 11 13",37,2013," 10"," 11"," 13"
"2013 10 11 14",21,2013," 10"," 11"," 14"
"2013 10 11 15",28,2013," 10"," 11"," 15"
"2013 10 11 16",32,2013," 10"," 11"," 16"
"2013 10 11 17",19,2013," 10"," 11"," 17"
"2013 10 11 18",16,2013," 10"," 11"," 18"
"2013 10 11 19",20,2013," 10"," 11"," 19"
"2013 10 12 10",12,2013," 10"," 12"," 10"
"2013 10 12 11",27,2013," 10"," 12"," 11"
"2013 10 12 12",28,2013," 10"," 12"," 12"
"2013 10 12 13",34,2013," 10"," 12"," 13"
"2013 10 12 14",28,2013," 10"," 12"," 14"
"2013 10 12 15",15,2013," 10"," 12"," 15"
"2013 10 12 16",40,2013," 10"," 12"," 16"
"2013 10 12 17",17,2013," 10"," 12"," 17"
"2013 10 14 08",6,2013," 10"," 14"," 08"
"2013 10 14 09",21,2013," 10"," 14"," 09"
"2013 10 14 10",23,2013," 10"," 14"," 10"
"2013 10 14 11",45,2013," 10"," 14"," 11"
"2013 10 14 12",40,2013," 10"," 14"," 12"
"2013 10 14 13",26,2013," 10"," 14"," 13"
"2013 10 14 14",30,2013," 10"," 14"," 14"
"2013 10 14 15",21,2013," 10"," 14"," 15"
"2013 10 14 16",34,2013," 10"," 14"," 16"
"2013 10 14 17",37,2013," 10"," 14"," 17"
"2013 10 14 18",39,2013," 10"," 14"," 18"
"2013 10 14 19",11,2013," 10"," 14"," 19"
"2013 10 15 08",4,2013," 10"," 15"," 08"
"2013 10 15 09",27,2013," 10"," 15"," 09"
"2013 10 15 10",39,2013," 10"," 15"," 10"
"2013 10 15 11",41,2013," 10"," 15"," 11"
"2013 10 15 12",27,2013," 10"," 15"," 12"
"2013 10 15 13",40,2013," 10"," 15"," 13"
"2013 10 15 14",34,2013," 10"," 15"," 14"
"2013 10 15 15",15,2013," 10"," 15"," 15"
"2013 10 15 16",34,2013," 10"," 15"," 16"
"2013 10 15 17",33,2013," 10"," 15"," 17"
"2013 10 15 18",33,2013," 10"," 15"," 18"
"2013 10 15 19",4,2013," 10"," 15"," 19"
"2013 10 16 08",1,2013," 10"," 16"," 08"
"2013 10 16 09",8,2013," 10"," 16"," 09"
"2013 10 16 10",30,2013," 10"," 16"," 10"
"2013 10 16 11",44,2013," 10"," 16"," 11"
"2013 10 16 12",36,2013," 10"," 16"," 12"
"2013 10 16 13",17,2013," 10"," 16"," 13"
"2013 10 16 14",55,2013," 10"," 16"," 14"
"2013 10 16 15",29,2013," 10"," 16"," 15"
"2013 10 16 16",19,2013," 10"," 16"," 16"
"2013 10 16 17",29,2013," 10"," 16"," 17"
"2013 10 16 18",14,2013," 10"," 16"," 18"
"2013 10 16 19",3,2013," 10"," 16"," 19"
"2013 10 17 08",3,2013," 10"," 17"," 08"
"2013 10 17 09",28,2013," 10"," 17"," 09"
"2013 10 17 10",32,2013," 10"," 17"," 10"
"2013 10 17 11",16,2013," 10"," 17"," 11"
"2013 10 17 12",62,2013," 10"," 17"," 12"
"2013 10 17 13",15,2013," 10"," 17"," 13"
"2013 10 17 14",34,2013," 10"," 17"," 14"
"2013 10 17 15",45,2013," 10"," 17"," 15"
"2013 10 17 16",47,2013," 10"," 17"," 16"
"2013 10 17 17",52,2013," 10"," 17"," 17"
"2013 10 17 18",33,2013," 10"," 17"," 18"
"2013 10 17 19",5,2013," 10"," 17"," 19"
"2013 10 18 08",3,2013," 10"," 18"," 08"
"2013 10 18 09",19,2013," 10"," 18"," 09"
"2013 10 18 10",28,2013," 10"," 18"," 10"
"2013 10 18 11",40,2013," 10"," 18"," 11"
"2013 10 18 12",18,2013," 10"," 18"," 12"
"2013 10 18 13",50,2013," 10"," 18"," 13"
"2013 10 18 14",24,2013," 10"," 18"," 14"
"2013 10 18 15",27,2013," 10"," 18"," 15"
"2013 10 18 16",40,2013," 10"," 18"," 16"
"2013 10 18 17",33,2013," 10"," 18"," 17"
"2013 10 18 18",32,2013," 10"," 18"," 18"
"2013 10 18 19",10,2013," 10"," 18"," 19"
"2013 10 19 13",20,2013," 10"," 19"," 13"
"2013 10 19 14",41,2013," 10"," 19"," 14"
"2013 10 19 15",28,2013," 10"," 19"," 15"
"2013 10 19 16",18,2013," 10"," 19"," 16"
"2013 10 19 17",12,2013," 10"," 19"," 17"
"2013 10 21 09",17,2013," 10"," 21"," 09"
"2013 10 21 10",21,2013," 10"," 21"," 10"
"2013 10 21 11",25,2013," 10"," 21"," 11"
"2013 10 21 12",46,2013," 10"," 21"," 12"
"2013 10 21 13",52,2013," 10"," 21"," 13"
"2013 10 21 14",31,2013," 10"," 21"," 14"
"2013 10 21 15",25,2013," 10"," 21"," 15"
"2013 10 21 16",20,2013," 10"," 21"," 16"
"2013 10 21 17",50,2013," 10"," 21"," 17"
"2013 10 21 18",39,2013," 10"," 21"," 18"
"2013 10 21 19",17,2013," 10"," 21"," 19"
"2013 10 21 20",1,2013," 10"," 21"," 20"
"2013 10 22 09",20,2013," 10"," 22"," 09"
"2013 10 22 10",23,2013," 10"," 22"," 10"
"2013 10 22 11",40,2013," 10"," 22"," 11"
"2013 10 22 12",48,2013," 10"," 22"," 12"
"2013 10 22 13",50,2013," 10"," 22"," 13"
"2013 10 22 14",39,2013," 10"," 22"," 14"
"2013 10 22 15",47,2013," 10"," 22"," 15"
"2013 10 22 16",32,2013," 10"," 22"," 16"
"2013 10 22 17",56,2013," 10"," 22"," 17"
"2013 10 22 18",35,2013," 10"," 22"," 18"
"2013 10 22 19",22,2013," 10"," 22"," 19"
"2013 10 23 14",17,2013," 10"," 23"," 14"
"2013 10 23 15",28,2013," 10"," 23"," 15"
"2013 10 23 16",23,2013," 10"," 23"," 16"
"2013 10 23 17",47,2013," 10"," 23"," 17"
"2013 10 23 18",17,2013," 10"," 23"," 18"
"2013 10 23 19",5,2013," 10"," 23"," 19"
"2013 10 24 08",8,2013," 10"," 24"," 08"
"2013 10 24 09",17,2013," 10"," 24"," 09"
"2013 10 24 10",21,2013," 10"," 24"," 10"
"2013 10 24 11",42,2013," 10"," 24"," 11"
"2013 10 24 12",43,2013," 10"," 24"," 12"
"2013 10 24 13",19,2013," 10"," 24"," 13"
"2013 10 24 14",51,2013," 10"," 24"," 14"
"2013 10 24 15",32,2013," 10"," 24"," 15"
"2013 10 24 16",41,2013," 10"," 24"," 16"
"2013 10 24 17",45,2013," 10"," 24"," 17"
"2013 10 24 18",36,2013," 10"," 24"," 18"
"2013 10 24 19",13,2013," 10"," 24"," 19"
"2013 10 25 08",9,2013," 10"," 25"," 08"
"2013 10 25 09",9,2013," 10"," 25"," 09"
"2013 10 25 10",9,2013," 10"," 25"," 10"
"2013 10 25 11",17,2013," 10"," 25"," 11"
"2013 10 25 12",37,2013," 10"," 25"," 12"
"2013 10 25 13",42,2013," 10"," 25"," 13"
"2013 10 25 14",23,2013," 10"," 25"," 14"
"2013 10 25 15",6,2013," 10"," 25"," 15"
"2013 10 25 16",25,2013," 10"," 25"," 16"
"2013 10 25 17",34,2013," 10"," 25"," 17"
"2013 10 25 18",20,2013," 10"," 25"," 18"
"2013 10 25 19",4,2013," 10"," 25"," 19"
"2013 10 26 10",27,2013," 10"," 26"," 10"
"2013 10 26 11",34,2013," 10"," 26"," 11"
"2013 10 26 12",48,2013," 10"," 26"," 12"
"2013 10 26 13",21,2013," 10"," 26"," 13"
"2013 10 26 14",15,2013," 10"," 26"," 14"
"2013 10 26 15",28,2013," 10"," 26"," 15"
"2013 10 26 16",29,2013," 10"," 26"," 16"
"2013 10 26 17",17,2013," 10"," 26"," 17"
"2013 10 28 09",10,2013," 10"," 28"," 09"
"2013 10 28 10",25,2013," 10"," 28"," 10"
"2013 10 28 11",25,2013," 10"," 28"," 11"
"2013 10 28 12",27,2013," 10"," 28"," 12"
"2013 10 28 13",27,2013," 10"," 28"," 13"
"2013 10 28 14",20,2013," 10"," 28"," 14"
"2013 10 28 15",44,2013," 10"," 28"," 15"
"2013 10 28 16",45,2013," 10"," 28"," 16"
"2013 10 28 17",32,2013," 10"," 28"," 17"
"2013 10 28 18",20,2013," 10"," 28"," 18"
"2013 10 28 19",8,2013," 10"," 28"," 19"
"2013 10 29 08",9,2013," 10"," 29"," 08"
"2013 10 29 09",9,2013," 10"," 29"," 09"
"2013 10 29 10",40,2013," 10"," 29"," 10"
"2013 10 29 11",41,2013," 10"," 29"," 11"
"2013 10 29 12",37,2013," 10"," 29"," 12"
"2013 10 29 13",23,2013," 10"," 29"," 13"
"2013 10 29 14",39,2013," 10"," 29"," 14"
"2013 10 29 15",41,2013," 10"," 29"," 15"
"2013 10 29 16",16,2013," 10"," 29"," 16"
"2013 10 29 17",35,2013," 10"," 29"," 17"
"2013 10 29 18",42,2013," 10"," 29"," 18"
"2013 10 29 19",5,2013," 10"," 29"," 19"
"2013 10 30 08",1,2013," 10"," 30"," 08"
"2013 10 30 09",10,2013," 10"," 30"," 09"
"2013 10 30 10",15,2013," 10"," 30"," 10"
"2013 10 30 11",52,2013," 10"," 30"," 11"
"2013 10 30 12",27,2013," 10"," 30"," 12"
"2013 10 30 13",30,2013," 10"," 30"," 13"
"2013 10 30 14",51,2013," 10"," 30"," 14"
"2013 10 30 15",24,2013," 10"," 30"," 15"
"2013 10 30 16",22,2013," 10"," 30"," 16"
"2013 10 30 17",35,2013," 10"," 30"," 17"
"2013 10 30 18",21,2013," 10"," 30"," 18"
"2013 10 30 19",9,2013," 10"," 30"," 19"
"2013 10 31 09",2,2013," 10"," 31"," 09"
"2013 10 31 10",15,2013," 10"," 31"," 10"
"2013 10 31 11",15,2013," 10"," 31"," 11"
"2013 10 31 12",18,2013," 10"," 31"," 12"
"2013 10 31 13",39,2013," 10"," 31"," 13"
"2013 10 31 14",47,2013," 10"," 31"," 14"
"2013 10 31 15",27,2013," 10"," 31"," 15"
"2013 10 31 16",32,2013," 10"," 31"," 16"
"2013 10 31 17",24,2013," 10"," 31"," 17"
"2013 10 31 18",39,2013," 10"," 31"," 18"
"2013 10 31 19",25,2013," 10"," 31"," 19"
"2013 11 01 08",8,2013," 11"," 01"," 08"
"2013 11 01 09",38,2013," 11"," 01"," 09"
"2013 11 01 10",32,2013," 11"," 01"," 10"
"2013 11 01 11",33,2013," 11"," 01"," 11"
"2013 11 01 12",28,2013," 11"," 01"," 12"
"2013 11 01 13",31,2013," 11"," 01"," 13"
"2013 11 01 14",32,2013," 11"," 01"," 14"
"2013 11 01 15",48,2013," 11"," 01"," 15"
"2013 11 01 16",30,2013," 11"," 01"," 16"
"2013 11 01 17",20,2013," 11"," 01"," 17"
"2013 11 01 18",30,2013," 11"," 01"," 18"
"2013 11 01 19",5,2013," 11"," 01"," 19"
"2013 11 02 10",12,2013," 11"," 02"," 10"
"2013 11 02 11",25,2013," 11"," 02"," 11"
"2013 11 02 12",42,2013," 11"," 02"," 12"
"2013 11 02 13",31,2013," 11"," 02"," 13"
"2013 11 02 14",18,2013," 11"," 02"," 14"
"2013 11 02 15",46,2013," 11"," 02"," 15"
"2013 11 02 16",40,2013," 11"," 02"," 16"
"2013 11 02 17",32,2013," 11"," 02"," 17"
"2013 11 05 08",7,2013," 11"," 05"," 08"
"2013 11 05 09",16,2013," 11"," 05"," 09"
"2013 11 05 10",30,2013," 11"," 05"," 10"
"2013 11 05 11",45,2013," 11"," 05"," 11"
"2013 11 05 12",54,2013," 11"," 05"," 12"
"2013 11 05 13",26,2013," 11"," 05"," 13"
"2013 11 05 14",50,2013," 11"," 05"," 14"
"2013 11 05 15",37,2013," 11"," 05"," 15"
"2013 11 05 16",22,2013," 11"," 05"," 16"
"2013 11 05 17",29,2013," 11"," 05"," 17"
"2013 11 05 18",28,2013," 11"," 05"," 18"
"2013 11 05 19",11,2013," 11"," 05"," 19"
"2013 11 06 08",6,2013," 11"," 06"," 08"
"2013 11 06 09",36,2013," 11"," 06"," 09"
"2013 11 06 10",38,2013," 11"," 06"," 10"
"2013 11 06 11",23,2013," 11"," 06"," 11"
"2013 11 06 12",35,2013," 11"," 06"," 12"
"2013 11 06 13",36,2013," 11"," 06"," 13"
"2013 11 06 14",29,2013," 11"," 06"," 14"
"2013 11 06 15",38,2013," 11"," 06"," 15"
"2013 11 06 16",34,2013," 11"," 06"," 16"
"2013 11 06 17",27,2013," 11"," 06"," 17"
"2013 11 06 18",16,2013," 11"," 06"," 18"
"2013 11 06 19",6,2013," 11"," 06"," 19"
"2013 11 07 08",5,2013," 11"," 07"," 08"
"2013 11 07 09",10,2013," 11"," 07"," 09"
"2013 11 07 10",11,2013," 11"," 07"," 10"
"2013 11 07 11",52,2013," 11"," 07"," 11"
"2013 11 07 12",37,2013," 11"," 07"," 12"
"2013 11 07 13",29,2013," 11"," 07"," 13"
"2013 11 07 14",52,2013," 11"," 07"," 14"
"2013 11 07 15",33,2013," 11"," 07"," 15"
"2013 11 07 16",24,2013," 11"," 07"," 16"
"2013 11 07 17",21,2013," 11"," 07"," 17"
"2013 11 07 18",29,2013," 11"," 07"," 18"
"2013 11 07 19",9,2013," 11"," 07"," 19"
"2013 11 08 08",2,2013," 11"," 08"," 08"
"2013 11 08 09",25,2013," 11"," 08"," 09"
"2013 11 08 10",37,2013," 11"," 08"," 10"
"2013 11 08 11",33,2013," 11"," 08"," 11"
"2013 11 08 12",28,2013," 11"," 08"," 12"
"2013 11 08 13",34,2013," 11"," 08"," 13"
"2013 11 08 14",42,2013," 11"," 08"," 14"
"2013 11 08 15",41,2013," 11"," 08"," 15"
"2013 11 08 16",40,2013," 11"," 08"," 16"
"2013 11 08 17",35,2013," 11"," 08"," 17"
"2013 11 08 18",31,2013," 11"," 08"," 18"
"2013 11 08 19",6,2013," 11"," 08"," 19"
"2013 11 09 10",4,2013," 11"," 09"," 10"
"2013 11 09 11",37,2013," 11"," 09"," 11"
"2013 11 09 12",25,2013," 11"," 09"," 12"
"2013 11 09 13",31,2013," 11"," 09"," 13"
"2013 11 09 14",26,2013," 11"," 09"," 14"
"2013 11 09 15",14,2013," 11"," 09"," 15"
"2013 11 09 16",24,2013," 11"," 09"," 16"
"2013 11 09 17",20,2013," 11"," 09"," 17"
"2013 11 11 08",4,2013," 11"," 11"," 08"
"2013 11 11 09",4,2013," 11"," 11"," 09"
"2013 11 11 10",7,2013," 11"," 11"," 10"
"2013 11 11 11",42,2013," 11"," 11"," 11"
"2013 11 11 12",26,2013," 11"," 11"," 12"
"2013 11 11 13",22,2013," 11"," 11"," 13"
"2013 11 11 14",2,2013," 11"," 11"," 14"
"2013 11 11 15",1,2013," 11"," 11"," 15"
"2013 11 12 08",8,2013," 11"," 12"," 08"
"2013 11 12 09",24,2013," 11"," 12"," 09"
"2013 11 12 10",27,2013," 11"," 12"," 10"
"2013 11 12 11",49,2013," 11"," 12"," 11"
"2013 11 12 12",41,2013," 11"," 12"," 12"
"2013 11 12 13",38,2013," 11"," 12"," 13"
"2013 11 12 14",24,2013," 11"," 12"," 14"
"2013 11 12 15",32,2013," 11"," 12"," 15"
"2013 11 12 16",37,2013," 11"," 12"," 16"
"2013 11 12 17",46,2013," 11"," 12"," 17"
"2013 11 12 18",41,2013," 11"," 12"," 18"
"2013 11 12 19",24,2013," 11"," 12"," 19"
"2013 11 12 20",1,2013," 11"," 12"," 20"
"2013 11 13 08",2,2013," 11"," 13"," 08"
"2013 11 13 09",27,2013," 11"," 13"," 09"
"2013 11 13 10",25,2013," 11"," 13"," 10"
"2013 11 13 11",9,2013," 11"," 13"," 11"
"2013 11 13 12",32,2013," 11"," 13"," 12"
"2013 11 13 13",46,2013," 11"," 13"," 13"
"2013 11 13 14",35,2013," 11"," 13"," 14"
"2013 11 13 15",35,2013," 11"," 13"," 15"
"2013 11 13 16",36,2013," 11"," 13"," 16"
"2013 11 13 17",53,2013," 11"," 13"," 17"
"2013 11 13 18",41,2013," 11"," 13"," 18"
"2013 11 13 19",10,2013," 11"," 13"," 19"
"2013 11 14 08",10,2013," 11"," 14"," 08"
"2013 11 14 09",23,2013," 11"," 14"," 09"
"2013 11 14 10",28,2013," 11"," 14"," 10"
"2013 11 14 11",32,2013," 11"," 14"," 11"
"2013 11 14 12",54,2013," 11"," 14"," 12"
"2013 11 14 13",33,2013," 11"," 14"," 13"
"2013 11 14 14",22,2013," 11"," 14"," 14"
"2013 11 14 15",25,2013," 11"," 14"," 15"
"2013 11 14 16",41,2013," 11"," 14"," 16"
"2013 11 14 17",16,2013," 11"," 14"," 17"
"2013 11 14 18",29,2013," 11"," 14"," 18"
"2013 11 14 19",4,2013," 11"," 14"," 19"
"2013 11 15 08",6,2013," 11"," 15"," 08"
"2013 11 15 09",5,2013," 11"," 15"," 09"
"2013 11 15 10",18,2013," 11"," 15"," 10"
"2013 11 15 11",22,2013," 11"," 15"," 11"
"2013 11 15 12",21,2013," 11"," 15"," 12"
"2013 11 15 13",29,2013," 11"," 15"," 13"
"2013 11 15 14",36,2013," 11"," 15"," 14"
"2013 11 15 15",39,2013," 11"," 15"," 15"
"2013 11 15 16",33,2013," 11"," 15"," 16"
"2013 11 15 17",39,2013," 11"," 15"," 17"
"2013 11 15 18",23,2013," 11"," 15"," 18"
"2013 11 15 19",10,2013," 11"," 15"," 19"
"2013 11 16 10",22,2013," 11"," 16"," 10"
"2013 11 16 11",21,2013," 11"," 16"," 11"
"2013 11 16 12",40,2013," 11"," 16"," 12"
"2013 11 16 13",28,2013," 11"," 16"," 13"
"2013 11 16 14",29,2013," 11"," 16"," 14"
"2013 11 16 15",28,2013," 11"," 16"," 15"
"2013 11 16 16",46,2013," 11"," 16"," 16"
"2013 11 16 17",14,2013," 11"," 16"," 17"
"2013 11 18 08",5,2013," 11"," 18"," 08"
"2013 11 18 09",15,2013," 11"," 18"," 09"
"2013 11 18 10",18,2013," 11"," 18"," 10"
